Event_ID,Species,# Observed,Age,Composition,Breeding Status,Notes
20070506163624-672134578.227997,HERG,3.80E+01,,,O,
20070506163624-672134578.227997,MALL,1.00E+01,,,O,
20070506163624-672134578.227997,MEGU,1.07E+02,,,O,
20070506163624-672134578.227997,SPSA,1.00E+00,,,O,
20070506163624-672134578.227997,WISN,1.00E+00,,,O,
20070506175816-583359003.067017,BAEA,3.00E+00,,,O,
20070506175816-583359003.067017,BOGU,1.00E+00,,,O,
20070506175816-583359003.067017,HERG,3.00E+00,,,O,
20070506175816-583359003.067017,MEGU,1.10E+01,,,O,
20070506163624-575348556.041718,HERG,1.00E+00,,,O,
20070506163624-844490587.711334,HERG,1.00E+01,,,O,
20070506163624-844490587.711334,MEGU,1.50E+01,,,O,
20070506163624-959699332.714081,HERG,1.00E+00,,,O,
20070506163624-660743296.146393,NONE,,,,O,
20070506163624-103972256.183624,SPSA,2.00E+00,,,O,
20070506163624-322199761.867523,BOGU,7.00E+00,,,O,
20070506163624-322199761.867523,COGO,1.00E+00,,,O,
20070506163624-322199761.867523,MEGU,3.40E+01,,,O,
20070506163624-692864716.053009,BAEA,1.30E+01,,,O,
20070506163624-692864716.053009,BOGU,6.80E+01,,,O,
20070506163624-692864716.053009,GBHE,1.00E+00,,,O,
20070506163624-692864716.053009,HERG,2.90E+01,,,O,
20070506163624-692864716.053009,MALL,7.00E+00,,,O,
20070506163624-692864716.053009,MEGU,1.20E+01,,,O,
20070506163624-692864716.053009,SPSA,2.00E+00,,,O,
20070506163624-692864716.053009,Unknown Gull,2.50E+01,,,O,
20070506175816-457971453.666687,BAEA,5.00E+00,,,O,
20070506175816-457971453.666687,BEKI,1.00E+00,,,O,
20070506175816-457971453.666687,HERG,3.00E+00,,,O,
20070506163624-793247520.923615,WATA,1.00E+00,,,O,
20070506163624-793247520.923615,RNGR,3.00E+00,,,O,
20070506163624-793247520.923615,MAMU,3.00E+00,,,O,
20070506163624-793247520.923615,COME,1.20E+01,,,O,
20070506163624-793247520.923615,ARTE,9.00E+00,,,O,
20070506163624-793247520.923615,HARD,6.00E+00,,,O,
20070506163624-793247520.923615,HERG,2.00E+00,,,O,
20070506163624-793247520.923615,RBME,4.00E+00,,,O,
20070506163624-793247520.923615,HOME,2.00E+00,,,O,
20070506163624-793247520.923615,GRSC,1.00E+00,,,O,
20070506163624-793247520.923615,GWTE,1.00E+00,,,O,
20070506175816-647821187.973022,WATA,1.00E+00,,,O,
20070506175816-647821187.973022,GWTE,1.00E+00,,,O,
20070506175816-647821187.973022,COME,1.10E+01,,,O,
20070506163624-502492010.593414,MAMU,2.10E+01,,,O,
20070506163624-502492010.593414,HERG,1.00E+00,,,O,
20070506163624-502492010.593414,COLO,1.00E+00,,,O,
20070506163624-502492010.593414,COME,1.30E+01,,,O,
20070506163624-664115488.529205,SOSA,1.00E+00,,,O,
20070506163624-664115488.529205,HERG,3.00E+00,,,O,
20070506163624-664115488.529205,MAMU,6.20E+01,,,O,
20070506163624-664115488.529205,ARTE,4.00E+00,,,O,
20070506163624-664115488.529205,RNGR,1.00E+00,,,O,
20070506163624-664115488.529205,GBHE,4.00E+00,,,O,
20070506163624-719209611.415863,SUSC,3.20E+01,,Mix flock,O,
20070506163624-719209611.415863,HARD,4.00E+00,,2 pr.,O,
20070506163624-446845114.23111,HARD,1.00E+01,,"3 pr., 4 m",O,
20070506163624-446845114.23111,WATA,1.00E+00,,,O,
20070506163624-218785583.972931,WATA,1.00E+00,,,,
20070506163624-218785583.972931,SUSC,1.20E+01,,"1 pr., mix flock 10 birds",O,
20070506163624-218785583.972931,PIGU,2.00E+00,,pr?,O,
20070506163624-118249237.537384,MAMU,5.00E+00,,,,
20070506163624-118249237.537384,SUSC,2.50E+02,,Mix flock,O,estimate
20070506163624-118249237.537384,ARTE,3.00E+00,,,O,
20070506163624-118249237.537384,DCCO,3.00E+00,,,O,
20070506175816-279342055.32074,BAEA,1.00E+00,,,,
20070506175816-279342055.32074,COME,6.00E+00,,"4F, 2M",O,
20070506163624-308570086.956024,HARD,8.00E+00,,4pr,O,
20070506163624-308570086.956024,GRSC,1.00E+00,,1m,O,
20070506163624-308570086.956024,WATA,1.00E+00,,,O,
20070506163624-308570086.956024,MAMU,1.30E+01,,mix flock,O,
20070506163624-308570086.956024,BAGO,2.00E+00,,1pr,O,
20070506163624-942223608.493805,SUSC,1.40E+01,,mix flock,O,
20070506163624-942223608.493805,MAMU,4.00E+00,,,O,
20070506163624-899100720.882416,COME,2.00E+00,,1pr,O,
20070506163624-899100720.882416,CORA,1.00E+00,,,O,
20070506163624-899100720.882416,HARD,2.00E+00,,1pr,O,
20070506163624-899100720.882416,HERG,1.00E+00,,,O,
20070506163624-899100720.882416,BEKI,2.00E+00,,1pr,O,
20070506163624-314586102.962494,HARD,2.60E+01,,"5pr, 16m",O,
20070506163624-314586102.962494,SUSC,4.80E+01,,"7pr, 34 mix flock",O,
20070506163624-314586102.962494,MAMU,6.00E+00,,"2pr, 2 individuals",O,
20070506163624-314586102.962494,RTLO,1.00E+00,,,O,
20070506163624-870448768.138886,BEKI,1.00E+00,,,O,
20070506163624-870448768.138886,NOCR,2.70E+01,,,O,
20070506163624-870448768.138886,ARTE,1.00E+00,,,O,
20070506163624-870448768.138886,MALL,1.40E+01,,"12m, 2f",O,
20070506163624-352360904.216766,MAMU,4.00E+00,,,O,
20070506163624-352360904.216766,SUSC,1.00E+01,,,O,
20070506163624-543867528.438568,COME,8.00E+00,,mix flock,O,
20070506163624-982142031.19278,MAMU,2.00E+00,,1PR,O,
20070506163624-982142031.19278,ARTE,7.00E+00,,,O,
20070506163624-982142031.19278,PIGU,2.00E+00,,,O,
20070506163624-982142031.19278,BEKI,1.00E+00,,,O,
20070506163624-982142031.19278,COME,1.00E+00,,1F,O,
20070506163624-604322969.913483,SUSC,5.50E+02,,MIX FLOCK,O,
20070506163624-604322969.913483,HARD,9.00E+00,,"4PR, 1M",O,
20070506163624-604322969.913483,PIGU,1.00E+00,,,O,
20070506163624-56527674.1981506,RNDU,3.00E+00,,"2M, 1F",O,
20070506163624-56527674.1981506,GRYE,2.00E+00,,,O,
20070506163624-56527674.1981506,BEKI,1.00E+00,,,O,
20070506163624-56527674.1981506,COME,2.00E+00,,1PR,O,
20070506175816-824602127.075195,NONE DETECTED,,,,,
20070506163624-394684612.751007,BEKI,1.00E+00,,,O,
20070506163624-394684612.751007,HERG,5.00E+00,,,O,
20070506163624-394684612.751007,NOCR,2.30E+01,,,O,
20070506163624-394684612.751007,GBHE,2.00E+00,,,O,2 More detected after survey.
20070506163624-394684612.751007,BAEA,1.00E+00,,,O,
20070506163624-394684612.751007,ARTE,1.00E+01,,,O,
20070506163624-394684612.751007,MEGU,9.00E+00,,,O,
20070506163624-394684612.751007,CORA,1.00E+00,,,O,
20070506163624-394684612.751007,MALL,1.80E+01,,18M,O,
20070506163624-879768669.605255,HARD,5.00E+00,,"1PR, 3M",O,
20070506163624-879768669.605255,ARTE,2.00E+00,,,O,
20070506163624-724007785.320282,BAEA,1.00E+00,,,O,
20070506163624-160604774.951935,ARTE,1.00E+00,,,O,
20070506163624-160604774.951935,LTDU,2.00E+00,,2M,O,
20070506163624-160604774.951935,COME,2.00E+00,,"1M,1F",O,
20070506163624-160604774.951935,MALL,1.40E+01,,Mostly male,O,
20070506163624-160604774.951935,BAEA,2.00E+00,,,O,
20070506163624-871359527.111053,COME,2.00E+00,,2F,O,
20070506163624-871359527.111053,NOCR,3.00E+00,,,O,
20070506163624-871359527.111053,HERG,3.00E+00,,,O,
20070506163624-871359527.111053,BAEA,1.00E+00,,,O,
20070506163624-871359527.111053,VGSW,1.00E+00,,,O,
20070506163624-416300475.597382,MAMU,1.00E+00,,,O,
20070506163624-416300475.597382,MALL,2.00E+00,,2M,O,
20070506163624-416300475.597382,MEGU,3.00E+01,,,O,
20070506163624-416300475.597382,SUSC,1.00E+00,,Juvenile male?,O,
20070506163624-231989204.883575,MAMU,2.00E+00,,,O,
20070506163624-861620366.573334,CORA,1.00E+00,,,O,
20070506163624-861620366.573334,BAGO,1.00E+00,,1F,O,
20070506163624-369614064.693451,MAMU,3.00E+00,,,O,
20070506163624-984189689.159393,GWGU,2.00E+00,,,O,
20070506163624-984189689.159393,NOCR,6.00E+00,,,O,
20070506163624-984189689.159393,BAEG,1.00E+00,,,O,
20070506163624-984189689.159393,HERG,2.00E+00,,,O,
20070506163624-984189689.159393,MEGU,2.00E+00,,,O,
20070506163624-984189689.159393,GBHE,4.00E+00,,,O,
20070506163624-984189689.159393,COME,1.00E+00,,1F,O,
20070506163624-984189689.159393,BEKI,1.00E+00,,,O,
20070506163624-984189689.159393,LTDU,3.00E+00,,,O,
20070506163624-984189689.159393,RTLO,2.00E+00,,,O,
20070506163624-617934167.385101,NOCR,2.00E+00,,,O,
20070506163624-617934167.385101,SPSA,3.00E+00,,,O,
20070506163624-617934167.385101,BAEA,4.00E+00,,,O,
20070506163624-617934167.385101,LTDU,3.00E+00,,,O,
20070506163624-617934167.385101,COME,1.00E+00,,1F,O,
20070506175816-986093163.490295,COME,1.00E+00,,1F,O,
20070506163624-650928318.500519,CORA,3.00E+00,,"1F, 2HY",FY,HEAVY FOG
20070506163624-156549394.130707,HERG,1.00E+00,,,,
20070506163624-156549394.130707,MEGU,1.00E+00,,,,
20070506163624-156549394.130707,NOCR,6.00E+00,,,O,
20070506163624-63209354.8774719,MEGU,2.00E+00,,,O,
20070506163624-63209354.8774719,COME,3.00E+00,,3F,O,
20070506163624-63209354.8774719,MAMU,4.00E+00,,,O,
20070506163624-551136434.078217,MAMU,2.00E+00,,1PR,O,
20070506163624-767865717.411041,NONE DETECTED,,,,,
20070506163624-164027750.492096,MAMU,8.00E+00,,4PR,O,
20070506163624-164027750.492096,CORA,1.00E+00,,,O,FLYING
20070506163624-656634151.935577,COME,7.00E+00,,7F,O,
20070506163624-673322737.216949,SPSA,4.00E+00,,,FL,SINGLE YOUNG IN VEG
20070506163624-673322737.216949,BAEA,2.00E+00,,,O,
20070506163624-673322737.216949,BEKI,1.00E+00,,,O,
20070506163624-673322737.216949,GBHE,1.00E+00,,,O,
20070506163624-673322737.216949,BOGU,2.20E+01,,,O,
20070506163624-673322737.216949,RTLO,4.00E+00,,2PR,O,
20070506163624-673322737.216949,MEGU,1.30E+01,,13 ADULTS,O,
20070506163624-673322737.216949,LTDU,1.00E+00,,,O,
20070506163624-673322737.216949,HERG,1.00E+00,,1M,O,
20070506175816-226866006.851196,NONE DETECTED,,,,,
20070506163624-33721625.8049011,CORA,2.00E+00,,,O,
20070506163624-33721625.8049011,LTDU,1.00E+00,,1M,O,
20070506163624-33721625.8049011,MAMU,4.00E+00,,"2PR, 1JUV",O,
20070506163624-120011270.046234,MEGU,2.00E+00,,,O,
20070506163624-120011270.046234,MAMU,2.00E+00,,,O,
20070506163624-649291574.954987,MAMU,8.50E+01,,,O,
20070506163624-649291574.954987,HERG,1.00E+00,,,O,
20070506163624-649291574.954987,BOGU,2.70E+01,,,O,
20070506163624-649291574.954987,MEGU,2.00E+00,,,O,
20070506163624-50294578.0754089,NONE DETECTED,,,,,
20070506163624-612656652.927399,UNKN,2.00E+00,,,,
20070506163624-437391221.523285,MEGU,2.20E+01,,,O,
20070506163624-437391221.523285,COME,1.00E+00,,1F,O,
20070506163624-437391221.523285,HARD,2.00E+00,,2F,O,
20070506163624-437391221.523285,MAMU,1.40E+01,,7PR,O,
20070506163624-437391221.523285,HERG,1.00E+00,,,O,
20070506163624-437391221.523285,UNGU,6.00E+00,,,O,
20070506163624-87103068.8285828,CORA,1.00E+00,,,O,
20070506163624-87103068.8285828,BOGU,1.90E+01,,,O,
20070506163624-87103068.8285828,HERG,9.00E+00,,,O,
20070506163624-87103068.8285828,BEKI,1.00E+00,,1M,O,
20070506163624-87103068.8285828,SPSA,2.00E+00,,,O,
20070506163624-87103068.8285828,BAEA,9.00E+00,,,O,
20070506163624-87103068.8285828,NOCR,4.00E+00,,,O,
20070506163624-87103068.8285828,GBHE,2.00E+00,,,O,
20070506163624-87103068.8285828,MEGU,3.00E+00,,,O,
20070506163624-87103068.8285828,BUFF,1.00E+00,,,O,
20070506163624-87103068.8285828,COME,1.00E+00,,1F with 4JUV,O,
20070506163624-65158545.9709167,BOGU,8.00E+00,,,O,
20070506163624-65158545.9709167,MEGU,1.00E+00,,,O,
20070506163624-65158545.9709167,HERG,6.00E+00,,,O,
20070506163624-65158545.9709167,MAMU,2.76E+02,,Some Juvenile in flock,O,
20070506163624-228140652.179718,MAMU,4.00E+00,,,O,
20070506175816-980003237.724304,BAEA,1.00E+00,,,O,
20070506163624-548674881.458282,CORA,2.00E+00,,,O,
20070506163624-548674881.458282,NOCR,8.00E+00,,,O,
20070506163624-548674881.458282,MEGU,3.00E+00,,,O,
20070506163624-548674881.458282,BOGU,1.00E+00,,,O,
20070506163624-548674881.458282,HERG,1.00E+00,,,O,
20070506163624-548674881.458282,SPSA,2.00E+00,,,O,
20070506163624-548674881.458282,UNGU,4.00E+01,,Unidentified Gulls,O,
20070506163624-548674881.458282,UNSW,8.00E+00,,Tree or Violet-green Swallows,O,
20070506163624-492797911.167145,MAMU,3.00E+02,,Difficult to count,O,
20070506163624-492797911.167145,HERG,3.00E+00,,,O,
20070506163624-492797911.167145,BOGU,9.00E+00,,,O,
20070506163624-492797911.167145,MEGU,1.00E+00,,,O,
20070506163624-492797911.167145,SUSC,2.00E+00,,2M,O,
20070506163624-492797911.167145,BAEA,1.00E+00,,,O,
20070506163624-840702831.745148,MAMU,5.00E+02,,Difficult to count,O,
20070506163624-840702831.745148,BOGU,8.00E+00,,,O,
20070506163624-840702831.745148,HERG,2.00E+00,,,O,
20070506163624-840702831.745148,MEGU,1.00E+00,,,O,
20070506163624-367280185.222626,CORA,1.00E+00,,,O,
20070506163624-367280185.222626,MAMU,5.00E+00,,,O,
20070506163624-367280185.222626,UNGU,5.00E+00,,UNKNOWN GULL,O,
20070506163624-273045599.460602,GRYE,3.00E+00,,,O,
20070506163624-273045599.460602,SESA,3.00E+00,,,O,
20070506163624-273045599.460602,MEGU,1.60E+01,,,O,
20070506163624-273045599.460602,RBGU,1.00E+00,,,O,
20070506163624-273045599.460602,COME,4.00E+00,,,O,
20070506163624-273045599.460602,MAMU,4.80E+01,,,O,
20070506163624-273045599.460602,WATA,1.00E+00,,,O,
20070506163624-273045599.460602,WWSC,1.00E+00,,1F,O,
20070506163624-169410884.380341,COME,5.00E+00,,,O,
20070506163624-169410884.380341,MAMU,2.00E+00,,,O,
20070506163624-421160638.332367,MAMU,3.00E+00,,,O,
20070506163624-421160638.332367,BOGU,8.00E+00,,,O,
20070506163624-421160638.332367,BAEA,1.00E+00,,,O,
20070506163624-421160638.332367,COME,4.00E+00,,,O,
20070506163624-840760648.25058,BAEA,8.00E+00,,,O,
20070506163624-840760648.25058,NOCR,5.10E+01,,,O,
20070506163624-840760648.25058,MALL,1.00E+00,,1F,O,
20070506163624-840760648.25058,BOGU,9.50E+01,,,O,
20070506163624-840760648.25058,HERG,2.60E+01,,,O,
20070506163624-840760648.25058,MEGU,2.60E+01,,,O,
20070506163624-840760648.25058,LEYE,2.00E+00,,,O,
20070506175816-533873081.207275,HERG,2.00E+00,,,O,
20070506163624-52632272.2434998,MAMU,6.00E+00,,,O,
20070506163624-100197613.239288,NONE DETECTED,,,,,
20070506163624-506093204.021454,MEGU,1.80E+01,,,O,
20070506163624-506093204.021454,HERG,1.00E+00,,,O,
20070506163624-505815804.004669,NOCR,6.00E+00,,,O,
20070506163624-505815804.004669,MEGU,1.00E+00,,,O,
20070506163624-505815804.004669,HERG,1.00E+00,,,O,
20070506163624-545676171.779633,MAMU,1.00E+01,,5PR,O,
20070506163624-374950826.16806,NONE DETECTED,,,,,
20070506163624-512945473.194122,MAMU,2.00E+00,,1PR,O,
20070506163624-652726471.424103,BOGU,1.10E+01,,,O,
20070506163624-652726471.424103,NOCR,1.30E+01,,,O,
20070506163624-652726471.424103,MEGU,1.40E+01,,,O,
20070506163624-652726471.424103,HERG,2.50E+01,,,O,
20070506163624-652726471.424103,BAEA,1.00E+00,,,O,
20070506163624-652726471.424103,MAMU,3.00E+00,,,O,
20070506163624-3923475.74234009,BAEA,1.00E+00,,,O,
20070506163624-3923475.74234009,MAMU,4.80E+01,,,O,
20070506175816-999414563.179016,NONE DETECTED,,,,,
20070506163624-210987627.506256,BAEA,1.10E+01,,,O,
20070506163624-210987627.506256,CORA,2.00E+00,,,O,
20070506163624-210987627.506256,GWGU,1.00E+00,,,O,
20070506163624-210987627.506256,HERG,5.00E+01,,,O,
20070506163624-210987627.506256,SPSA,3.00E+00,,,O,
20070506163624-210987627.506256,BOGU,6.50E+01,,,O,
20070506163624-210987627.506256,MEGU,1.80E+01,,,O,
20070506163624-297996103.76358,MEGU,1.00E+00,,,O,
20070506163624-297996103.76358,CORA,1.00E+00,,,O,
20070506163624-226125776.767731,NONE DETECTED,,,,,
20070506163624-987949430.942535,BOGU,7.00E+00,,,O,
20070506163624-716126143.932343,HERG,1.70E+01,,,O,
20070506163624-716126143.932343,MEGU,1.20E+01,,,O,
20070506163624-716126143.932343,BAEA,4.00E+00,,,O,
20070506163624-716126143.932343,NOCR,1.00E+00,,,O,
20070506163624-716126143.932343,BOGU,4.30E+01,,,O,
20070506163624-716126143.932343,GWGU,6.00E+00,,,O,
20070506175816-15703916.5496826,HERG,3.00E+00,,,O,
20070506175816-15703916.5496826,COME,1.00E+00,,,O,
20070506175816-15703916.5496826,THGU,1.00E+00,,,O,
20070506163624-976572215.557098,MAMU,1.00E+00,,,O,
20070506163624-976572215.557098,COME,1.00E+00,,1F,O,
20070506163624-976572215.557098,BOGU,9.00E+00,,,O,
20070506163624-12874305.2482605,NOCR,3.00E+01,,,O,
20070506163624-12874305.2482605,HARD,2.00E+00,,,O,
20070506163624-259430348.873138,NONE DETECTED,,,,,
20070506163624-320234119.89212,BAEA,8.00E+00,,"4-Adult, 4 Juv.",O,
20070506163624-320234119.89212,MEGU,4.30E+01,,,O,
20070506163624-320234119.89212,HERG,1.20E+01,,,O,
20070506163624-320234119.89212,NOCR,5.00E+00,,,O,
20070506163624-780459702.014923,NOCR,1.00E+00,,,O,
20070506163624-780459702.014923,UNGU,5.00E+00,,Unknown gulls flying.,O,
20070506163624-46756207.9429626,BAEA,1.00E+01,,"2-Adult, 8 Juv.",O,
20070506163624-46756207.9429626,MEGU,3.80E+01,,,O,
20070506163624-46756207.9429626,BOGU,6.00E+00,,,O,
20070506163624-46756207.9429626,HERG,7.00E+00,,,O,
20070506163624-46756207.9429626,HARD,3.00E+00,,,O,
20070506163624-46756207.9429626,THGU,1.00E+00,,,O,
20070506175816-100052237.510681,BAEA,2.00E+00,,2-Juv,O,
20070506163624-890455424.785614,MEGU,6.00E+00,,,O,
20070506163624-539837062.358856,MEGU,6.00E+00,,,O,
20070506163624-539837062.358856,NOCR,1.00E+00,,,O,
20070506163624-324965298.175812,MALL,6.00E+00,,2 pr + 2 m,P,
20070506163624-324965298.175812,SUSC,2.00E+00,,2 m,O,
20070506163624-324965298.175812,BAGO,2.00E+00,,1 pr,P,
20070506163624-324965298.175812,HARD,2.00E+00,,1 pr,P,
20070506163624-324965298.175812,HASE,1.00E+00,,,,
20070506163624-774027764.797211,HASE,4.00E+00,,,,
20070506163624-774027764.797211,BAGO,2.00E+00,,1 pr,P,
20070506163624-774027764.797211,HARD,5.00E+00,,4 m + 1 f,O,
20070506163624-774027764.797211,COGO,3.00E+00,,2 m + 1 f,O,
20070506163624-774027764.797211,HARD,2.00E+00,,1 pr,P,
20070506163624-44474422.9316711,RBME,2.00E+00,,1 pr,P,
20070506163624-44474422.9316711,MALL,1.90E+01,,Mixed flock,O,
20070506163624-44474422.9316711,RBME,4.00E+00,,2 pr,P,With 2 pair of COMEs.
20070506163624-44474422.9316711,COME,4.00E+00,,2 pr,P,With 2 pair of RBMEs.
20070506163624-44474422.9316711,SUSC,1.30E+01,,Mixed flock,P,
20070506163624-905767500.400543,SUSC,7.00E+00,,Mixed flock,P,
20070506163624-905767500.400543,SCAU,8.00E+01,,Mixed flock,O,Count approximate.
20070506163624-905767500.400543,HASE,1.00E+00,,,,
20070506163624-905767500.400543,BAEA,1.00E+00,1A,,O,
20070506163624-905767500.400543,HASE,2.00E+01,,,,Count approximate.
20070506163624-905767500.400543,HERG,2.00E+00,,,X,
20070506163624-905767500.400543,HERG,1.60E+01,,,X,
20070506163624-905767500.400543,HERG,1.00E+00,,,X,
20070506163624-905767500.400543,COME,7.00E+00,,1 m + 6 f,P,
20070506163624-912471950.054169,MALL,2.40E+01,,Mixed flock,O,
20070506163624-912471950.054169,BAEA,1.00E+00,1A,,O,Protesting on west side of Taiya Flats.
20070506163624-912471950.054169,MALL,5.00E+02,,Mixed flock,O,>500.
20070506163624-912471950.054169,NSHO,4.00E+00,,2 pr,P,Minimum count.
20070506163624-912471950.054169,AMWI,-1.00E+00,,,O,No count; some.
20070506163624-912471950.054169,HERG,5.00E+02,,,X,>500.
20070506163624-783429086.208344,HASE,1.00E+00,,,,
20070506163624-783429086.208344,MEGU,1.00E+00,,,X,
20070506163624-783429086.208344,BUFF,7.00E+00,,4 f + 3 m,O,
20070506163624-783429086.208344,BOGU,1.50E+01,,,X,
20070506163624-783429086.208344,SUSC,7.00E+00,,,O,Beyond outer bay.
20070506163624-783429086.208344,BAGO,2.00E+00,,1 pr,P,
20070506163624-783429086.208344,HARD,4.00E+00,,2 pr,P,
20070506163624-783429086.208344,MAMU,3.00E+00,,,X,
20070506163624-914102613.925934,HASE,2.00E+00,,,,
20070506163624-914102613.925934,MEGU,6.00E+00,,,X,
20070506163624-914102613.925934,BOGU,1.30E+01,,,X,
20070506163624-914102613.925934,BAGO,4.00E+00,,2 pr,P,
20070506163624-914102613.925934,HARD,2.00E+00,,1 pr,P,
20070506163624-914102613.925934,COGO,2.00E+00,,1 pr,P,
20070506163624-914102613.925934,RBME,3.00E+00,,2 m + 1 f,O,
20070506163624-469948709.011078,HERG,-1.00E+00,,,X,No count.
20070506163624-469948709.011078,MEGU,1.60E+01,,,X,"Chop on water made it hard to count, but close."
20070506163624-469948709.011078,BOGU,1.72E+02,,,X,"Chop on water made it hard to count, but close."
20070506163624-469948709.011078,HASE,2.00E+01,,,,"No count, number approximate."
20070506163624-469948709.011078,HOGR,5.20E+01,,,O,
20070506163624-469948709.011078,BUFF,8.00E+00,,"3 pr, 1 m, 1 m",P,
20070506163624-469948709.011078,MAMU,1.59E+02,,"70 pr, 19",P,
20070506163624-469948709.011078,UNGO,3.20E+01,,"1 pr, 30",P,Mostly BAGO.
20070506163624-469948709.011078,SUSC,1.20E+01,,"1 pr, 5 pr",P,
20070506163624-469948709.011078,BAGO,8.00E+00,,"2 pr, 2 pr",P,
20070506163624-469948709.011078,RBME,1.30E+01,,"1 pr, 4 m + 1 f, 1 m + 2 f, 1 pr, 1 f",P,
20070506163624-469948709.011078,COGO,2.00E+00,,1 pr,P,
20070506163624-788480937.480927,BAEA,1.00E+00,1A,,O,Sitting on top of spruce at Taiya mouth.
20070506163624-788480937.480927,HERG,1.00E+00,,,X,
20070506163624-788480937.480927,MEGU,6.00E+00,,,X,
20070506163624-788480937.480927,BOGU,7.00E+01,,,X,
20070506163624-788480937.480927,BAGO,3.70E+01,,"35, 1 pr",P,
20070506163624-788480937.480927,COGO,7.00E+00,,,O,
20070506163624-788480937.480927,BUFF,1.80E+01,,"9, 1 pr, 2 pr + 3",P,
20070506163624-788480937.480927,RNGR,3.00E+00,,,O,
20070506163624-788480937.480927,MAMU,5.30E+01,,"22 pr, 9",P,
20070506163624-788480937.480927,HOGR,4.20E+01,,,O,
20070506163624-788480937.480927,HASE,9.00E+00,,,,
20070506163624-788480937.480927,RBME,2.90E+01,,"4 pr, 21",P,
20070506163624-788480937.480927,UNGO,3.00E+00,,,O,
20070506163624-788480937.480927,SCAU,3.00E+00,,1 pr + 1 m,P,
20070506163624-788480937.480927,SUSC,4.70E+01,,,O,
20070506163624-788480937.480927,HASE,4.00E+00,,,,
20070506163624-788480937.480927,HERG,1.00E+01,,,X,Count approximate. On sandbar.
20070506163624-788480937.480927,MEGU,2.50E+02,,,X,Count approximate. On sandbar.
20070506163624-788480937.480927,BOGU,4.00E+01,,,X,Count approximate. On sandbar.
20070506163624-788480937.480927,DUNL,4.00E+00,,,O,
20070506163624-788480937.480927,MALL,8.00E+00,,"1pr, 1pr, 1pr, 1pr",P,
20070506163624-788480937.480927,NOPI,2.00E+00,,1 pr,P,
20070506163624-788480937.480927,BUFF,2.20E+01,,"3 m + 2 f, ~22",O,Count approximate.
20070506163624-788480937.480927,SCAU,1.50E+01,,,O,
20070506163624-788480937.480927,CANV,1.00E+00,,1 m,O,
20070506163624-788480937.480927,AMWI,1.40E+01,,"2 pr, 10",P,
20070506163624-788480937.480927,SUSC,2.00E+00,,1 pr,P,
20070506163624-788480937.480927,UNGO,1.40E+01,,All f,O,
20070506163624-788480937.480927,HASE,6.00E+00,,,,Minimum count; probably more.
20070506163624-598088562.488556,MALL,7.00E+01,,Mostly pairs w/ a few more males,P,
20070506163624-598088562.488556,AMWI,2.80E+01,,Mostly pairs,P,
20070506163624-598088562.488556,NOPI,6.00E+00,,2 pr + 2 m,P,
20070506163624-598088562.488556,UNGO,1.80E+01,,,O,
20070506163624-598088562.488556,HASE,1.00E+00,,,,
20070506163624-598088562.488556,BUFF,4.00E+00,,,,
20070506163624-598088562.488556,AGWT,2.00E+00,,1 pr,P,With male BWTE.
20070506163624-598088562.488556,BWTE,1.00E+00,,1 m,O,With AGWT pair.
20070506163624-598088562.488556,GRYE,2.00E+00,,,X,Same size as AGWT (ashore side by side); slightly upturned bill.
20070506163624-598088562.488556,UNSB,1.00E+00,,,O,
20070506163624-598088562.488556,SSHA,2.00E+00,,,O,Flying N over flats chasing and playing w/ each other.
20070506163553-606938242.912292,COME,4.00E+00,,"1 pr, 1 pr",P,
20070506163553-606938242.912292,HARD,5.00E+00,,"1 pr, 1 m, 1 pr",P,
20070506163553-606938242.912292,LAGU,1.00E+00,,,O,HEGU? flying/calling.
20070506163553-606938242.912292,MAMU,1.00E+00,,,X,
20070506163553-606938242.912292,PIGU,1.00E+00,,,O,
20070506163553-606938242.912292,BOGU,2.00E+00,,,X,Flying.
20070506163553-606938242.912292,CORA,1.00E+00,,,X,
20070506163553-606938242.912292,BEKI,1.00E+00,,,X,
20070506163553-606938242.912292,HARD,2.00E+00,,2 m,X,
20070506163553-606938242.912292,HASE,1.00E+00,,,,
20070506163553-606938242.912292,HARD,2.00E+00,,1 pr,P,
20070506163553-606938242.912292,SUSC,4.00E+01,,Mixed flock,O,Count approximate. Flying.
20070506163553-606938242.912292,GWGU,1.00E+00,,,X,
20070506163553-606938242.912292,VGSW,4.00E+00,,,X,
20070506163624-109563529.491425,SUSC,3.38E+02,,Mixed flocks,P,Count approximate.
20070506163624-109563529.491425,HARD,5.00E+00,,"1 pr, 2 m + 1 f","T, C",T = Male-male aggression.
20070506163624-109563529.491425,BOGU,4.00E+00,,,X,
20070506163624-109563529.491425,BAGO,2.10E+01,,Mixed flock w/ 8 SUSCs,P,With 8 SUSCs.
20070506163624-109563529.491425,PIGU,2.00E+00,,1 pr,P,
20070506163624-109563529.491425,MAMU,2.00E+00,,1 pr,P,Calling in breeding plummage.
20070506163624-109563529.491425,MEGU,1.00E+00,,,X,
20070506163624-109563529.491425,ARTE,3.00E+00,,,X,
20070506163624-109563529.491425,HARD,4.00E+00,,2 pr,P,
20070506163624-109563529.491425,HASE,1.00E+00,,,,
20070506163624-376609861.850739,SUSC,3.22E+02,,"287, 25 flying, 5, 5",O,Mixed flock.
